id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
199;slowking;Royal Pokémon;ordinary;generation-ii;;;;final;20;795;slowpoke;water;psychic;95;75;80;100;110;30;oblivious own-tempo regenerator;It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected. When its head was bitten, toxins entered Slowpoke's head and unlocked an extraordinary power. It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.
200;misdreavus;Screech Pokémon;ordinary;generation-ii;;;;one;7;10;nothing;ghost;none;60;60;60;85;85;85;levitate;It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201;unown;Symbol Pokémon;ordinary;generation-ii;;;;final;5;50;nothing;psychic;none;48;72;48;72;48;48;levitate;Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.
202;wobbuffet;Patient Pokémon;ordinary;generation-ii;;;;final;13;285;wynaut;psychic;none;190;33;58;33;58;33;shadow-tag telepathy;Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds. It stores the excess energy from Mega Evolution, so after a long time passes, its body starts to melt. It’s better at beating things than grasping them. When it battles for a long time, the weight of its pincers becomes too much to bear.
203;girafarig;Long Neck Pokémon;ordinary;generation-ii;;;;one;15;415;nothing;normal;psychic;70;80;65;90;65;85;inner-focus early-bird sap-sipper;Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.
204;pineco;Bagworm Pokémon;ordinary;generation-ii;;;;one;6;72;nothing;bug;none;50;65;90;35;35;15;sturdy overcoat;It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.
205;forretress;Bagworm Pokémon;ordinary;generation-ii;;;;final;12;1258;pineco;bug;steel;75;90;140;60;60;40;sturdy overcoat;Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.
206;dunsparce;Land Snake Pokémon;ordinary;generation-ii;;;;one;15;140;nothing;normal;none;100;70;70;65;65;45;serene-grace run-away rattled;When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.
207;gligar;Flyscorpion Pokémon;ordinary;generation-ii;;;;one;11;648;nothing;ground;flying;65;75;105;35;65;85;hyper-cutter sand-veil immunity;It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.
208;steelix;Iron Snake Pokémon;ordinary;generation-ii;;;;final;92;4000;onix;steel;ground;75;85;200;55;65;30;rock-head sturdy sheer-force;It is said that if an Onix lives for over 100 years, its composition changes to become diamond-like. It is thought its body transformed as a result of iron accumulating internally from swallowing soil. Tempered underground under high pressure and heat, its body is harder than any metal.
208;steelix;Iron Snake Pokémon;mega-evolution;generation-vi;;;;final;105;7400;steelix;steel;ground;75;125;230;55;95;30;sand-force;It is thought its body transformed as a result of iron accumulating internally from swallowing soil. This Pokémon evolved through use of a strange item. Its body is coated with steel powder and notably hard—not even diamond can leave so much as a scratch.         It chews its way through boulders with its sturdy jaws. Its eyes can see in the darkness underground.
209;snubbull;Fairy Pokémon;ordinary;generation-ii;;;;one;6;78;nothing;fairy;none;60;80;50;40;40;30;intimidate run-away rattled;Although it looks frightening, it is actually kind and affectionate. It is very popular among women.
210;granbull;Fairy Pokémon;ordinary;generation-ii;;;;final;14;487;snubbull;fairy;none;90;120;75;60;60;45;intimidate quick-feet rattled;It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.
211;qwilfish;Balloon Pokémon;ordinary;generation-viii;hisuian ;;;one;5;39;nothing;dark;poison;65;95;85;55;55;85;poison-point swift-swim intimidate;Fishers detest this troublesome Pokémon because it sprays poison from its spines, getting it everywhere. A different form of Qwilfish lives in other regions. When faced with a larger opponent, it swallows as much water as it can to match the opponent's size. The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
211;qwilfish;Balloon Pokémon;ordinary;generation-ii;;;;one;5;39;nothing;water;poison;65;95;85;55;55;85;poison-point swift-swim intimidate;To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once. The small spikes covering its body developed from scales. They inject a toxin that causes fainting. It shoots the poison spikes on its body in all directions. Its round form makes it a poor swimmer.
212;scizor;Pincer Pokémon;ordinary;generation-ii;;;;final;18;1180;scyther;bug;steel;70;130;100;55;80;65;swarm technician light-metal;It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers. It uses its wings to adjust its body temperature. Otherwise, its metal body would become too hot and melt in the heat of battle. Its body is like steel. Its tough, heavy pincers are more suited to smashing enemies than grabbing them.
212;scizor;Pincer Pokémon;mega-evolution;generation-vi;;;;final;20;1250;scizor;bug;steel;70;150;140;65;100;75;technician;It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers. It’s better at beating things than grasping them. When it battles for a long time, the weight of its pincers becomes too much to bear. Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds. It stores the excess energy from Mega Evolution, so after a long time passes, its body starts to melt.
213;shuckle;Mold Pokémon;ordinary;generation-ii;;;;final;6;205;nothing;bug;rock;20;10;230;10;230;5;sturdy gluttony contrary;The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.
214;heracross;Singlehorn Pokémon;mega-evolution;generation-vi;;;;final;17;625;heracross;bug;fighting;80;185;115;40;105;75;skill-link;A tremendous influx of energy builds it up, but when Mega Evolution ends, Heracross is bothered by terrible soreness in its muscles. It can grip things with its two horns and lift 500 times its own body weight.
214;heracross;Singlehorn Pokémon;ordinary;generation-ii;;;;final;15;540;nothing;bug;fighting;80;125;75;40;95;85;swarm guts moxie;It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn. It roams through forests searching for sweet nectar. Although it boasts fantastic physical strength, it’s not that good at flying. It’s proud of its thick horn. In Alola, its biggest rival is Vikavolt, which it’s always fighting with.
215;sneasel;Sharp Claw Pokémon;ordinary;generation-ii;;;;one;9;280;nothing;dark;ice;55;95;55;35;75;115;inner-focus keen-eye pickpocket;Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy. This Pokémon shares roots with the Sneasel of Hisui, but unlike that species, this one is spiteful in personality. I hypothesize that water and earth can affect Sneasel’s mind and body. It is extremely vicious and will not stop attacking until its foe is incapable of moving.
215;sneasel;Sharp Claw Pokémon;ordinary;generation-viii;hisuian ;;;one;9;270;nothing;fighting;poison;55;95;55;35;75;115;inner-focus keen-eye poison-touch;Its sturdy, curved claws are ideal for traversing precipitous cliffs. From the tips of these claws drips a venom that infiltrates the nerves of any prey caught in Sneasel’s grasp. It has a cunning yet savage disposition. It waits for parents to leave their nests, and then it sneaks in to steal their eggs.
216;teddiursa;Little Bear Pokémon;ordinary;generation-ii;;;;one;6;88;nothing;normal;none;60;80;50;50;50;40;pickup quick-feet honey-gather;If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.
217;ursaring;Hibernator Pokémon;ordinary;generation-ii;;;;two;18;1258;teddiursa;normal;none;90;130;75;75;75;55;guts quick-feet unnerve;Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.
218;slugma;Lava Pokémon;ordinary;generation-ii;;;;one;7;350;nothing;fire;none;40;40;40;70;40;20;magma-armor flame-body weak-armor;It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.
219;magcargo;Lava Pokémon;ordinary;generation-ii;;;;final;8;550;slugma;fire;rock;60;50;120;90;80;30;magma-armor flame-body weak-armor;The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
220;swinub;Pig Pokémon;ordinary;generation-ii;;;;one;4;65;nothing;ice;ground;50;50;40;30;30;50;oblivious snow-cloak thick-fat;It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
221;piloswine;Swine Pokémon;ordinary;generation-ii;;;;two;11;558;swinub;ice;ground;100;100;80;60;60;50;oblivious snow-cloak thick-fat;Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.
222;corsola;Coral Pokémon;ordinary;generation-ii;;;;final;6;50;nothing;water;rock;65;55;95;65;95;35;hustle natural-cure regenerator;It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty. Many live in the clean seas of the south. They apparently can't live in polluted waters. It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth. These Pokémon live in warm seas. In prehistoric times, many lived in the oceans around the Galar region as well.
222;corsola;Coral Pokémon;ordinary;generation-viii;galarian;;;one;6;5;nothing;ghost;none;60;55;100;65;100;30;weak-armor cursed-body;Sudden climate change wiped out this ancient kind of Corsola. This Pokémon absorbs others' life-force through its branches. Many live in the clean seas of the south. They apparently can't live in polluted waters. Watch your step when wandering areas oceans once covered. What looks like a stone could be this Pokémon, and it will curse you if you kick it. Sudden climate change wiped out this ancient kind of Corsola. This Pokémon absorbs others' life-force through its branches.
223;remoraid;Jet Pokémon;ordinary;generation-ii;;;;one;6;120;nothing;water;none;35;65;35;65;35;65;hustle sniper moody;It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.
224;octillery;Jet Pokémon;ordinary;generation-ii;;;;final;9;285;remoraid;water;none;75;105;75;105;75;45;suction-cups sniper moody;It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.
225;delibird;Delivery Pokémon;ordinary;generation-ii;;;;final;9;160;nothing;ice;flying;45;55;45;65;45;75;vital-spirit hustle insomnia;It carries food all day long. There are tales about lost people who were saved by the food it had.
226;mantine;Kite Pokémon;ordinary;generation-ii;;;;one;21;2200;mantyke;water;flying;85;40;70;80;140;70;swift-swim water-absorb water-veil;As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.
227;skarmory;Armor Bird Pokémon;ordinary;generation-ii;;;;final;17;505;nothing;steel;flying;65;80;140;40;70;70;keen-eye sturdy weak-armor;Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.
228;houndour;Dark Pokémon;ordinary;generation-ii;;;;one;6;108;nothing;dark;fire;45;60;30;80;50;65;early-bird flash-fire unnerve;It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
229;houndoom;Dark Pokémon;ordinary;generation-ii;;;;final;14;350;houndour;dark;fire;75;90;50;110;80;95;early-bird flash-fire unnerve;If you are burned by the flames it shoots from its mouth, the pain will never go away. The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever.
229;houndoom;Dark Pokémon;mega-evolution;generation-vi;;;;final;14;350;houndoom;dark;fire;75;90;50;110;80;95;early-bird flash-fire unnerve;In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.  Long ago, people imagined its eerie howls to be the call of the grim reaper.
230;kingdra;Dragon Pokémon;ordinary;generation-ii;;;;final;18;1520;seadra;water;dragon;75;95;95;95;95;85;swift-swim sniper damp;It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
231;phanpy;Long Nose Pokémon;ordinary;generation-ii;;;;one;5;335;nothing;ground;none;90;60;60;40;40;40;pickup sand-veil;It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.
232;donphan;Armor Pokémon;ordinary;generation-ii;;;;final;11;1200;phanpy;ground;none;90;120;120;60;60;50;sturdy sand-veil;It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.
233;porygon2;Virtual Pokémon;ordinary;generation-ii;;;;two;6;325;porygon;normal;none;85;80;90;105;95;60;trace download analytic;This upgraded version of PORYGON is designed for space exploration. It can't fly, though.
234;stantler;Big Horn Pokémon;ordinary;generation-ii;;;;one;14;712;nothing;normal;none;73;95;62;85;65;85;intimidate frisk sap-sipper;The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.
235;smeargle;Painter Pokémon;ordinary;generation-ii;;;;final;12;580;nothing;normal;none;55;20;35;20;45;75;own-tempo technician moody;A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
236;tyrogue;Scuffle Pokémon;baby;generation-ii;;;;one;7;210;nothing;fighting;none;35;35;35;35;35;35;guts steadfast vital-spirit;It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.
237;hitmontop;Handstand Pokémon;ordinary;generation-ii;;;;final;14;480;tyrogue;fighting;none;50;95;95;35;110;70;intimidate technician steadfast;If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.
238;smoochum;Kiss Pokémon;baby;generation-ii;;;;one;4;60;nothing;ice;psychic;45;30;15;85;65;65;oblivious forewarn hydration;Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
239;elekid;Electric Pokémon;baby;generation-ii;;;;one;6;235;nothing;electric;none;45;63;37;65;55;95;static vital-spirit;It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.
240;magby;Live Coal Pokémon;baby;generation-ii;;;;one;7;214;nothing;fire;none;45;75;37;70;55;83;flame-body vital-spirit;Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.
241;miltank;Milk Cow Pokémon;ordinary;generation-ii;;;;final;12;755;nothing;normal;none;95;80;105;40;70;100;thick-fat scrappy sap-sipper;Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.
242;blissey;Happiness Pokémon;ordinary;generation-ii;;;;final;15;468;chansey;normal;none;255;10;10;75;135;55;natural-cure serene-grace healer;Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.
243;raikou;Thunder Pokémon;legendary;generation-ii;;;;final;19;1780;nothing;electric;none;90;85;75;115;100;115;pressure inner-focus;The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244;entei;Volcano Pokémon;legendary;generation-ii;;;;final;21;1980;nothing;fire;none;115;115;85;90;75;100;pressure inner-focus;Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.
245;suicune;Aurora Pokémon;legendary;generation-ii;;;;final;20;1870;nothing;water;none;100;75;115;90;115;85;pressure inner-focus;It races around the world to purify fouled water. It dashes away with the north wind.
246;larvitar;Rock Skin Pokémon;ordinary;generation-ii;;;;one;6;720;nothing;rock;ground;50;64;50;45;50;41;guts sand-veil;It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.
247;pupitar;Hard Shell Pokémon;ordinary;generation-ii;;;;two;12;1520;larvitar;rock;ground;70;84;70;65;70;51;shed-skin;Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.
248;tyranitar;Armor Pokémon;ordinary;generation-ii;;;;final;20;2020;pupitar;rock;dark;100;134;110;95;100;61;sand-stream unnerve;Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies. In just one of its mighty hands, it has the power to make the ground shake and mountains crumble. If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward.
248;tyranitar;Armor Pokémon;mega-evolution;generation-vi;;;;final;20;2020;tyranitar;rock;dark;100;164;150;95;120;71;sand-stream ;Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies. Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.
249;lugia;Diving Pokémon;legendary;generation-ii;;;;final;52;2160;nothing;psychic;flying;106;90;130;90;154;110;pressure multiscale;It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
250;ho-oh;Rainbow Pokémon;legendary;generation-ii;;;;final;38;1990;nothing;fire;flying;106;130;90;110;154;90;pressure regenerator;Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.
251;celebi;Time Travel Pokémon;mythical;generation-ii;;;;final;6;50;nothing;psychic;grass;100;100;100;100;100;100;natural-cure;This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
252;treecko;Wood Gecko Pokémon;ordinary;generation-iii;;;;one;5;50;nothing;grass;none;40;45;35;65;55;70;overgrow unburden;TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
253;grovyle;Wood Gecko Pokémon;ordinary;generation-iii;;;;two;9;216;treecko;grass;none;50;65;45;85;65;95;overgrow unburden;The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
254;sceptile;Forest Pokémon;mega-evolution;generation-vi;;;;final;17;522;sceptile;grass;dragon;70;110;75;145;85;145;lightningrod;Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care
254;sceptile;Forest Pokémon;ordinary;generation-iii;;;;final;17;522;grovyle;grass;none;70;85;65;105;85;120;overgrow unburden;The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.
255;torchic;Chick Pokémon;ordinary;generation-iii;;;;one;4;25;nothing;fire;none;45;60;40;70;50;45;blaze speed-boost;TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.
256;combusken;Young Fowl Pokémon;ordinary;generation-iii;;;;two;9;195;torchic;fire;fighting;60;85;60;85;60;55;blaze speed-boost;COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.
257;blaziken;Blaze Pokémon;mega-evolution;generation-vi;;;;final;19;520;blaziken;fire;fighting;80;160;80;130;80;100;speed-boost;Blaziken has incredibly strong legs-it can easily clear a 30-story building in one leap. This Pokémon's blazing punches leave its foes scorched and blackened.
257;blaziken;Blaze Pokémon;ordinary;generation-iii;;;;final;19;520;combusken;fire;fighting;80;120;70;110;70;80;blaze speed-boost;In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.
258;mudkip;Mud Fish Pokémon;ordinary;generation-iii;;;;one;4;76;nothing;water;none;50;70;50;50;50;40;torrent damp;The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.
259;marshtomp;Mud Fish Pokémon;ordinary;generation-iii;;;;two;7;280;mudkip;water;ground;70;85;70;60;70;50;torrent damp;The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.
260;swampert;Mud Fish Pokémon;ordinary;generation-iii;;;;final;15;819;marshtomp;water;ground;100;110;90;85;90;60;torrent damp;SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.
260;swampert;Mud Fish Pokémon;mega-evolution;generation-vi;;;;final;15;819;swampert;water;ground;100;150;110;95;110;70;swift-swin;Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.
261;poochyena;Bite Pokémon;ordinary;generation-iii;;;;one;5;136;nothing;dark;none;35;55;35;30;30;35;run-away quick-feet rattled;At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.
262;mightyena;Bite Pokémon;ordinary;generation-iii;;;;final;10;370;poochyena;dark;none;70;90;70;60;60;70;intimidate quick-feet moxie;MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
263;zigzagoon;Tiny Racoon Pokémon;ordinary;generation-iii;galarian;;;one;4;175;nothing;dark;normal;38;30;41;30;41;60;pickup gluttony quick-feet;Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings. Its restlessness has it constantly running around. If it sees another Pokémon, it will purposely run into them in order to start a fight.
263;zigzagoon;Tiny Racoon Pokémon;ordinary;generation-iii;;;;one;4;175;nothing;normal;none;38;30;41;30;41;60;pickup gluttony quick-feet;ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see. It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar. Zigzagoon that adapted to regions outside Galar acquired this appearance. If you've lost something, this Pokémon can likely find it.
264;linoone;Rushing Pokémon;ordinary;generation-iii;galarian;;;two;5;325;zigzagoon;dark;normal;78;70;61;50;61;100;pickup gluttony quick-feet;It uses its long tongue to taunt opponents. Once the opposition is enraged, this Pokémon hurls itself at the opponent, tackling them forcefully. This very aggressive Pokémon will recklessly challenge opponents stronger than itself. It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails.
264;linoone;Rushing Pokémon;ordinary;generation-iii;;;;final;5;325;zigzagoon;normal;none;78;70;61;50;61;100;pickup gluttony quick-feet;LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads. It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails. It uses its explosive speed and razor-sharp claws to bring down prey. Running along winding paths is not its strong suit.
265;wurmple;Worm Pokémon;ordinary;generation-iii;;;;one;3;36;nothing;bug;none;45;45;35;20;30;20;shield-dust run-away;Using the spikes on its rear end,  WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.
266;silcoon;Cocoon Pokémon;ordinary;generation-iii;;;;two;6;100;wurmple;bug;none;50;35;55;25;25;15;shed-skin;SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.
267;beautifly;Butterfly Pokémon;ordinary;generation-iii;;;;final;10;284;silcoon;bug;flying;60;70;50;100;50;65;swarm rivalry;BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.
268;cascoon;Cocoon Pokémon;ordinary;generation-iii;;;;two;7;115;wurmple;bug;none;50;35;55;25;25;15;shed-skin;CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.
269;dustox;Poison Moth Pokémon;ordinary;generation-iii;;;;final;12;316;cascoon;bug;poison;60;50;70;50;90;65;shield-dust compound-eyes;DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.
270;lotad;Water Weed Pokémon;ordinary;generation-iii;;;;one;5;26;nothing;water;grass;40;30;30;40;50;30;swift-swim rain-dish own-tempo;It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.
271;lombre;Jolly Pokémon;ordinary;generation-iii;;;;two;12;325;lotad;water;grass;60;50;50;60;70;50;swift-swim rain-dish own-tempo;It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.
272;ludicolo;Carefree Pokémon;ordinary;generation-iii;;;;final;15;550;lombre;water;grass;80;70;70;90;100;70;swift-swim rain-dish own-tempo;LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.
273;seedot;Acorn Pokémon;ordinary;generation-iii;;;;one;5;40;nothing;grass;none;40;40;50;30;30;30;chlorophyll early-bird pickpocket;SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.
274;nuzleaf;Wily Pokémon;ordinary;generation-iii;;;;two;10;280;seedot;grass;dark;70;70;40;60;40;60;chlorophyll early-bird pickpocket;NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.
275;shiftry;Wickid Pokémon;ordinary;generation-iii;;;;final;13;596;nuzleaf;grass;dark;90;100;60;90;60;80;chlorophyll early-bird pickpocket;It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
276;taillow;TinySwallow Pokémon;ordinary;generation-iii;;;;one;3;23;nothing;normal;flying;40;55;30;30;30;85;guts scrappy;TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.
277;swellow;Swallow Pokémon;ordinary;generation-iii;;;;final;7;198;taillow;normal;flying;60;85;60;75;50;125;guts scrappy;SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.
278;wingull;Seagull Pokémon;ordinary;generation-iii;;;;one;6;95;nothing;water;flying;40;30;30;55;30;85;keen-eye hydration rain-dish;WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.
279;pelipper;Water Bird Pokémon;ordinary;generation-iii;;;;final;12;280;wingull;water;flying;60;50;100;95;70;65;keen-eye drizzle rain-dish;It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.
280;ralts;Feeling Pokémon;ordinary;generation-iii;;;;one;4;66;nothing;psychic;fairy;28;25;25;45;35;40;synchronize trace telepathy;RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.
281;kirlia;Emotion Pokémon;ordinary;generation-iii;;;;two;8;202;ralts;psychic;fairy;38;35;35;65;55;50;synchronize trace telepathy;It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.
282;gardevoir;Embrace Pokémon;mega-evolution;generation-vi;;;;final;16;484;gardevoir;psychic;fairy;68;85;65;165;135;100;pixiliate;GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.
282;gardevoir;Embrace Pokémon;ordinary;generation-iii;;;;final;16;484;kirlia;psychic;fairy;68;65;65;125;115;80;synchronize trace telepathy;Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.
283;surskit;Pond Skater Pokémon;ordinary;generation-iii;;;;one;5;17;nothing;bug;water;40;30;32;50;52;65;swift-swim rain-dish;From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.
284;masquerain;Eyeball Pokémon;ordinary;generation-iii;;;;final;8;36;surskit;bug;flying;70;60;62;100;82;80;intimidate unnerve;MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.
285;shroomish;Mushroom Pokémon;ordinary;generation-iii;;;;one;4;45;nothing;grass;none;60;40;60;40;60;35;effect-spore poison-heal quick-feet;SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.
286;breloom;Mushroom Pokémon;ordinary;generation-iii;;;;final;12;392;shroomish;grass;fighting;60;130;80;60;60;70;effect-spore poison-heal technician;BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.
287;slakoth;Slacker Pokémon;ordinary;generation-iii;;;;one;8;240;nothing;normal;none;60;60;60;35;35;30;truant;SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.
288;vigoroth;Wild Monkey Pokémon;ordinary;generation-iii;;;;two;14;465;slakoth;normal;none;80;80;80;55;55;90;vital-spirit;VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.
289;slaking;Lazy Pokémon;ordinary;generation-iii;;;;final;20;1305;vigoroth;normal;none;150;160;100;95;65;100;truant;SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.
290;nincada;Trainee Pokémon;ordinary;generation-iii;;;;one;5;55;nothing;bug;ground;31;45;90;30;30;40;compound-eyes run-away;NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.
